#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_000319875.1	PRJNA76803	SAMN00771319	AGWG00000000.1	na	1240760	562	Escherichia coli O104:H4 str. Ec11-9990	strain=Ec11-9990		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec_11-9990_V2	Broad institute	GCF_000319875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/875/GCA_000319875.1_Esch_coli_Ec_11-9990_V2	
GCA_000319915.1	PRJNA81661	SAMN00778954	AHOU00000000.1	na	1240761	562	Escherichia coli O104:H4 str. Ec11-4984	strain=Ec11-4984		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec11-4984_V1	Broad Institute	GCF_000319915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/915/GCA_000319915.1_Esch_coli_Ec11-4984_V1	
GCA_000319935.1	PRJNA81663	SAMN00778955	AHOV00000000.1	na	1240766	562	Escherichia coli O104:H4 str. Ec11-5604	strain=Ec11-5604		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec11-5604_V1	Broad Institute	GCF_000319935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/935/GCA_000319935.1_Esch_coli_Ec11-5604_V1	
GCA_000319955.1	PRJNA81665	SAMN00778956	AHOW00000000.1	na	1240762	562	Escherichia coli O104:H4 str. Ec11-4986	strain=Ec11-4986		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec11-4986_V1	Broad Institute	GCF_000319955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/955/GCA_000319955.1_Esch_coli_Ec11-4986_V1	
GCA_000319975.1	PRJNA81667	SAMN00778957	AHOX00000000.1	na	1240763	562	Escherichia coli O104:H4 str. Ec11-4987	strain=Ec11-4987		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec11-4987_V1	Broad Institute	GCF_000319975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/975/GCA_000319975.1_Esch_coli_Ec11-4987_V1	
GCA_000319995.1	PRJNA174135	SAMN01141737	AMVR00000000.1	na	1240768	562	Escherichia coli O104:H4 str. 11-02030	strain=11-02030		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-02030_V1	Broad Institute	GCF_000319995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/995/GCA_000319995.1_Esch_coli_11-02030_V1	
GCA_000320015.1	PRJNA174136	SAMN01141738	AMVS00000000.1	na	1240769	562	Escherichia coli O104:H4 str. 11-02033-1	strain=11-02033-1		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-02033-1_V1	Broad Institute	GCF_000320015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/015/GCA_000320015.1_Esch_coli_11-02033-1_V1	
GCA_000320035.1	PRJNA174137	SAMN01141739	AMVT00000000.1	na	1240770	562	Escherichia coli O104:H4 str. 11-02092	strain=11-02092		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-02092_V1	Broad Institute	GCF_000320035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/035/GCA_000320035.1_Esch_coli_11-02092_V1	
GCA_000320045.1	PRJNA76805	SAMN00771320	AGWH00000000.1	na	1240759	562	Escherichia coli O104:H4 str. Ec11-9941	strain=Ec 11-9941		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec_11-9941_V6	Broad Institute	GCF_000320045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/045/GCA_000320045.1_Esch_coli_Ec_11-9941_V6	
GCA_000320075.1	PRJNA174138	SAMN01141740	AMVU00000000.1	na	1240771	562	Escherichia coli O104:H4 str. 11-02093	strain=11-02093		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-02093_V1	Broad Institute	GCF_000320075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/075/GCA_000320075.1_Esch_coli_11-02093_V1	
GCA_000320095.1	PRJNA174139	SAMN01141741	AMVV00000000.1	na	1240772	562	Escherichia coli O104:H4 str. 11-02281	strain=11-02281		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-02281_V1	Broad Institute	GCF_000320095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/095/GCA_000320095.1_Esch_coli_11-02281_V1	
GCA_000320115.1	PRJNA174141	SAMN01141743	AMVX00000000.1	na	1240774	562	Escherichia coli O104:H4 str. 11-02913	strain=11-02913		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-02913_V1	Broad Institute	GCF_000320115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/115/GCA_000320115.1_Esch_coli_11-02913_V1	
GCA_000320135.1	PRJNA174142	SAMN01141744	AMVY00000000.1	na	1240775	562	Escherichia coli O104:H4 str. 11-03439	strain=11-03439		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-03439_V1	Broad Institute	GCF_000320135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/135/GCA_000320135.1_Esch_coli_11-03439_V1	
GCA_000320155.1	PRJNA174144	SAMN01141746	AMWA00000000.1	na	1240777	562	Escherichia coli O104:H4 str. 11-03943	strain=11-03943		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-03943_V1	Broad Institute	GCF_000320155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/155/GCA_000320155.1_Esch_coli_11-03943_V1	
GCA_000320175.1	PRJNA174143	SAMN01141745	AMVZ00000000.1	na	1240776	562	Escherichia coli O104:H4 str. 11-04080	strain=11-04080		latest	Contig	Major	Full	2012/12/11	Esch_coli_11-04080_V1	Broad Institute	GCF_000320175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/175/GCA_000320175.1_Esch_coli_11-04080_V1	
GCA_000320195.1	PRJNA81669	SAMN00778958	AHOY00000000.1	na	1240764	562	Escherichia coli O104:H4 str. Ec11-4988	strain=Ec11-4988		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec11-4988_V1	Broad Institute	GCF_000320195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/195/GCA_000320195.1_Esch_coli_Ec11-4988_V1	
GCA_000320215.1	PRJNA81671	SAMN00778959	AHOZ00000000.1	na	1240765	562	Escherichia coli O104:H4 str. Ec11-5603	strain=Ec11-5603		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec11-5603_V1	Broad Institute	GCF_000320215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/215/GCA_000320215.1_Esch_coli_Ec11-5603_V1	
GCA_000320235.1	PRJNA81673	SAMN00778960	AHPA00000000.1	na	1240767	562	Escherichia coli O104:H4 str. Ec11-6006	strain=Ec11-6006		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec11-6006_V1	Broad Institute	GCF_000320235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/235/GCA_000320235.1_Esch_coli_Ec11-6006_V1	
GCA_000320255.1	PRJNA88163	SAMN00809012	AIPQ00000000.1	na	1240778	562	Escherichia coli O104:H4 str. Ec12-0465	strain=Ec12-0465		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec12-0465_V1	Broad Institute	GCF_000320255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/255/GCA_000320255.1_Esch_coli_Ec12-0465_V1	
GCA_000320275.1	PRJNA88165	SAMN00809013	AIPR00000000.1	na	1240779	562	Escherichia coli O104:H4 str. Ec12-0466	strain=Ec12-0466		latest	Scaffold	Major	Full	2012/12/13	Esch_coli_Ec12-0466_V1	Broad Institute	GCF_000320275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/275/GCA_000320275.1_Esch_coli_Ec12-0466_V1	
GCA_000321145.1	PRJEB641	SAMEA2272638	CAOT00000000.1	na	1240385	562	Escherichia coli O157:H7 str. H093800014	strain=H093800014		latest	Contig	Major	Full	2012/12/03	ASM32114v1	hpa	GCF_000321145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/145/GCA_000321145.1_ASM32114v1	
GCA_000326145.1	PRJNA157665	SAMN00847691	ANXM00000000.1	na	1169373	562	Escherichia coli KTE105	strain=KTE105		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE105_V1	Broad Institute	GCF_000326145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/145/GCA_000326145.1_Esch_coli_KTE105_V1	
GCA_000326165.1	PRJNA157667	SAMN00847692	ANXN00000000.1	na	1169374	562	Escherichia coli KTE106	strain=KTE106		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE106_V1	Broad Institute	GCF_000326165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/165/GCA_000326165.1_Esch_coli_KTE106_V1	
GCA_000326185.1	PRJNA157669	SAMN00847693	ANXO00000000.1	na	1169375	562	Escherichia coli KTE109	strain=KTE109		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE109_V1	Broad Institute	GCF_000326185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/185/GCA_000326185.1_Esch_coli_KTE109_V1	
GCA_000326205.1	PRJNA157675	SAMN00847696	ANXR00000000.1	na	1169378	562	Escherichia coli KTE117	strain=KTE117		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE117_V1	Broad Institute	GCF_000326205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/205/GCA_000326205.1_Esch_coli_KTE117_V1	
GCA_000326225.1	PRJNA157681	SAMN00847699	ANXU00000000.1	na	1169381	562	Escherichia coli KTE124	strain=KTE124		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE124_V1	Broad Institute	GCF_000326225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/225/GCA_000326225.1_Esch_coli_KTE124_V1	
GCA_000326245.1	PRJNA157685	SAMN00847701	ANXW00000000.1	na	1169383	562	Escherichia coli KTE128	strain=KTE128		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE128_V1	Broad Institute	GCF_000326245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/245/GCA_000326245.1_Esch_coli_KTE128_V1	
GCA_000326265.1	PRJNA157687	SAMN00847702	ANXX00000000.1	na	1169384	562	Escherichia coli KTE129	strain=KTE129		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE129_V1	Broad Institute	GCF_000326265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/265/GCA_000326265.1_Esch_coli_KTE129_V1	
GCA_000326285.1	PRJNA157689	SAMN00847703	ANXY00000000.1	na	1169385	562	Escherichia coli KTE131	strain=KTE131		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE131_V1	Broad Institute	GCF_000326285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/285/GCA_000326285.1_Esch_coli_KTE131_V1	
GCA_000326305.1	PRJNA157691	SAMN00847704	ANXZ00000000.1	na	1169386	562	Escherichia coli KTE133	strain=KTE133		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE133_V1	Broad Institute	GCF_000326305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/305/GCA_000326305.1_Esch_coli_KTE133_V1	
GCA_000326325.1	PRJNA157693	SAMN00847705	ANYA00000000.1	na	1169387	562	Escherichia coli KTE137	strain=KTE137		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE137_V1	Broad Institute	GCF_000326325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/325/GCA_000326325.1_Esch_coli_KTE137_V1	
GCA_000326345.1	PRJNA157697	SAMN00847707	ANYC00000000.1	na	1169389	562	Escherichia coli KTE139	strain=KTE139		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE139_V1	Broad Institute	GCF_000326345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/345/GCA_000326345.1_Esch_coli_KTE139_V1	
GCA_000326365.1	PRJNA157701	SAMN00847709	ANYE00000000.1	na	1169391	562	Escherichia coli KTE148	strain=KTE148		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE148_V1	Broad Institute	GCF_000326365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/365/GCA_000326365.1_Esch_coli_KTE148_V1	
GCA_000326385.1	PRJNA157705	SAMN00847711	ANYG00000000.1	na	1169393	562	Escherichia coli KTE153	strain=KTE153		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE153_V1	Broad Institute	GCF_000326385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/385/GCA_000326385.1_Esch_coli_KTE153_V1	
GCA_000326405.1	PRJNA157709	SAMN00847713	ANYI00000000.1	na	1169395	562	Escherichia coli KTE160	strain=KTE160		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE160_V1	Broad Institute	GCF_000326405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/405/GCA_000326405.1_Esch_coli_KTE160_V1	
GCA_000326425.1	PRJNA157711	SAMN00847714	ANYJ00000000.1	na	1169396	562	Escherichia coli KTE163	strain=KTE163		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE163_V1	Broad Institute	GCF_000326425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/425/GCA_000326425.1_Esch_coli_KTE163_V1	
GCA_000326445.1	PRJNA157717	SAMN00847717	ANYM00000000.1	na	1169399	562	Escherichia coli KTE168	strain=KTE168		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE168_V1	Broad Institute	GCF_000326445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/445/GCA_000326445.1_Esch_coli_KTE168_V1	
GCA_000326465.1	PRJNA157721	SAMN00847719	ANYO00000000.1	na	1169401	562	Escherichia coli KTE176	strain=KTE176		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE176_V1	Broad Institute	GCF_000326465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/465/GCA_000326465.1_Esch_coli_KTE176_V1	
GCA_000326485.1	PRJNA157725	SAMN00847721	ANYQ00000000.1	na	1169403	562	Escherichia coli KTE179	strain=KTE179		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE179_V1	Broad Institute	GCF_000326485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/485/GCA_000326485.1_Esch_coli_KTE179_V1	
GCA_000326505.1	PRJNA157645	SAMN00847681	ANYT00000000.1	na	1169363	562	Escherichia coli KTE82	strain=KTE82		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE82_V1	Broad Institute	GCF_000326505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/505/GCA_000326505.1_Esch_coli_KTE82_V1	
GCA_000326525.1	PRJNA157655	SAMN00847686	ANYX00000000.1	na	1169368	562	Escherichia coli KTE94	strain=KTE94		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE94_V1	Broad Institute	GCF_000326525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/525/GCA_000326525.1_Esch_coli_KTE94_V1	
GCA_000326545.1	PRJNA157659	SAMN00847688	ANYZ00000000.1	na	1169370	562	Escherichia coli KTE97	strain=KTE97		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE97_V1	Broad Institute	GCF_000326545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/545/GCA_000326545.1_Esch_coli_KTE97_V1	
GCA_000326565.1	PRJNA157671	SAMN00847694	ANXP00000000.1	na	1169376	562	Escherichia coli KTE112	strain=KTE112		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE112_V1	Broad Institute	GCF_000326565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/565/GCA_000326565.1_Esch_coli_KTE112_V1	
GCA_000326585.1	PRJNA157673	SAMN00847695	ANXQ00000000.1	na	1169377	562	Escherichia coli KTE113	strain=KTE113		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE113_V1	Broad Institute	GCF_000326585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/585/GCA_000326585.1_Esch_coli_KTE113_V1	
GCA_000326605.1	PRJNA157719	SAMN00847718	ANYN00000000.1	na	1169400	562	Escherichia coli KTE174	strain=KTE174		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE174_V1	Broad Institute	GCF_000326605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/605/GCA_000326605.1_Esch_coli_KTE174_V1	
GCA_000326625.1	PRJNA157651	SAMN00847684	ANYV00000000.1	na	1169366	562	Escherichia coli KTE88	strain=KTE88		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE88_V1	Broad Institute	GCF_000326625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/625/GCA_000326625.1_Esch_coli_KTE88_V1	
GCA_000326645.1	PRJNA157653	SAMN00847685	ANYW00000000.1	na	1169367	562	Escherichia coli KTE90	strain=KTE90		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE90_V1	Broad Institute	GCF_000326645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/645/GCA_000326645.1_Esch_coli_KTE90_V1	
GCA_000326665.1	PRJNA157661	SAMN00847689	ANZA00000000.1	na	1169371	562	Escherichia coli KTE99	strain=KTE99		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE99_V1	Broad Institute	GCF_000326665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/665/GCA_000326665.1_Esch_coli_KTE99_V1	
GCA_000326685.1	PRJNA157695	SAMN00847706	ANYB00000000.1	na	1169388	562	Escherichia coli KTE138	strain=KTE138		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE138_V1	Broad Institute	GCF_000326685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/685/GCA_000326685.1_Esch_coli_KTE138_V1	
GCA_000326705.1	PRJNA157699	SAMN00847708	ANYD00000000.1	na	1169390	562	Escherichia coli KTE145	strain=KTE145		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE145_V1	Broad Institute	GCF_000326705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/705/GCA_000326705.1_Esch_coli_KTE145_V1	
GCA_000326725.1	PRJNA157703	SAMN00847710	ANYF00000000.1	na	1169392	562	Escherichia coli KTE150	strain=KTE150		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE150_V1	Broad Institute	GCF_000326725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/725/GCA_000326725.1_Esch_coli_KTE150_V1	
GCA_000326745.1	PRJNA157707	SAMN00847712	ANYH00000000.1	na	1169394	562	Escherichia coli KTE157	strain=KTE157		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE157_V1	Broad Institute	GCF_000326745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/745/GCA_000326745.1_Esch_coli_KTE157_V1	
GCA_000326765.1	PRJNA157713	SAMN00847715	ANYK00000000.1	na	1169397	562	Escherichia coli KTE166	strain=KTE166		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE166_V1	Broad Institute	GCF_000326765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/765/GCA_000326765.1_Esch_coli_KTE166_V1	
GCA_000326785.1	PRJNA157723	SAMN00847720	ANYP00000000.1	na	1169402	562	Escherichia coli KTE177	strain=KTE177		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE177_V1	Broad Institute	GCF_000326785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/785/GCA_000326785.1_Esch_coli_KTE177_V1	
GCA_000326805.1	PRJNA157727	SAMN00847722	ANYR00000000.1	na	1169404	562	Escherichia coli KTE180	strain=KTE180		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE180_V1	Broad Institute	GCF_000326805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/805/GCA_000326805.1_Esch_coli_KTE180_V1	
GCA_000326825.1	PRJNA157649	SAMN00847683	ANYS00000000.1	na	1169365	562	Escherichia coli KTE232	strain=KTE232		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE232_V1	Broad Institute	GCF_000326825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/825/GCA_000326825.1_Esch_coli_KTE232_V1	
GCA_000326845.1	PRJNA157657	SAMN00847687	ANYY00000000.1	na	1169369	562	Escherichia coli KTE95	strain=KTE95		latest	Contig	Major	Full	2012/12/19	Esch_coli_KTE95_V1	Broad Institute	GCF_000326845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/845/GCA_000326845.1_Esch_coli_KTE95_V1	
GCA_000326885.1	PRJNA157647	SAMN00847682	ANYU00000000.1	na	1169364	562	Escherichia coli KTE85	strain=KTE85		latest	Scaffold	Major	Full	2013/04/05	Esch_coli_KTE85_V1	Broad Institute	GCF_000326885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/885/GCA_000326885.1_Esch_coli_KTE85_V1	
GCA_000326905.1	PRJNA157715	SAMN00847716	ANYL00000000.1	na	1169398	562	Escherichia coli KTE167	strain=KTE167		latest	Scaffold	Major	Full	2013/04/05	Esch_coli_KTE167_V1	Broad Institute	GCF_000326905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/905/GCA_000326905.1_Esch_coli_KTE167_V1	
GCA_000326925.1	PRJNA157677	SAMN00847697	ANXS00000000.1	na	1169379	562	Escherichia coli KTE120	strain=KTE120		latest	Scaffold	Major	Full	2013/04/05	Esch_coli_KTE120_V1	Broad Institute	GCF_000326925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/925/GCA_000326925.1_Esch_coli_KTE120_V1	
GCA_000326945.1	PRJNA157679	SAMN00847698	ANXT00000000.1	na	1169380	562	Escherichia coli KTE122	strain=KTE122		latest	Scaffold	Major	Full	2013/04/05	Esch_coli_KTE122_V1	Broad Institute	GCF_000326945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/945/GCA_000326945.1_Esch_coli_KTE122_V1	
GCA_000326965.1	PRJNA157683	SAMN00847700	ANXV00000000.1	na	1169382	562	Escherichia coli KTE125	strain=KTE125		latest	Scaffold	Major	Full	2013/04/05	Esch_coli_KTE125_V1	Broad Institute	GCF_000326965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/965/GCA_000326965.1_Esch_coli_KTE125_V1	
GCA_000331615.1	PRJNA179341	SAMN02469332	ANHT00000000.1	na	1258567	562	Escherichia coli LCT-EC52	strain=LCT-EC52		latest	Scaffold	Major	Full	2013/01/15	genome assembly of LCT-EC52 strain of E.coli	Beijing Genomics Institute	GCF_000331615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/615/GCA_000331615.1_genome_assembly_of_LCT-EC52_strain_of_E.coli	
GCA_000332755.1	PRJNA184588	SAMN02603426		na	1274814	562	Escherichia coli APEC O78	strain=APEC O78		latest	Complete Genome	Major	Full	2013/01/23	ASM33275v1	Iowa State University	GCF_000332755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/755/GCA_000332755.1_ASM33275v1	
GCA_000333175.1	PRJEB1137	SAMEA2271929	CAPK00000000.1	na	1246623	562	Escherichia coli O10:K5(L):H4 str. ATCC 23506	strain=ATCC 23506		latest	Contig	Major	Full	2013/01/14	ASM33317v1	RPI	GCF_000333175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/175/GCA_000333175.1_ASM33317v1	
GCA_000333195.1	PRJEB1191	SAMEA2272238	CAPL00000000.1	na	1268238	562	Escherichia coli O5:K4(L):H4 str. ATCC 23502	strain=ATCC 23502		latest	Contig	Major	Full	2013/01/14	ASM33319v1	RPI	GCF_000333195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/195/GCA_000333195.1_ASM33319v1	
GCA_000333215.1	PRJEB1192	SAMEA2272139	CAPM00000000.1	na	316435	562	Escherichia coli Nissle 1917	strain=Nissle 1917		latest	Contig	Major	Full	2013/01/14	ASM33321v1	RPI	GCF_000333215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/215/GCA_000333215.1_ASM33321v1	
GCA_000334975.2	PRJNA65679	SAMN01112588	AODZ00000000.1	na	1005433	562	Escherichia coli 99.0815	strain=99.0815		latest	Contig	Minor	Full	2013/01/31	ASM33497v2	Institute for Genome Sciences	GCF_000334975.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/975/GCA_000334975.2_ASM33497v2	
GCA_000334995.2	PRJNA65657	SAMN01112507	AOEA00000000.1	na	1005430	562	Escherichia coli 99.0816	strain=99.0816		latest	Contig	Minor	Full	2013/01/31	ASM33499v2	Institute for Genome Sciences	GCF_000334995.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/995/GCA_000334995.2_ASM33499v2	
GCA_000335015.2	PRJNA65687	SAMN01112509	AOEF00000000.1	na	1005437	562	Escherichia coli 99.1793	strain=99.1793		latest	Contig	Minor	Full	2013/01/31	ASM33501v2	Institute for Genome Sciences	GCF_000335015.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/015/GCA_000335015.2_ASM33501v2	
GCA_000335035.2	PRJNA65685	SAMN01112699	AOEG00000000.1	na	1005436	562	Escherichia coli 99.1805	strain=99.1805		latest	Contig	Minor	Full	2013/01/31	ASM33503v2	Institute for Genome Sciences	GCF_000335035.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/035/GCA_000335035.2_ASM33503v2	
GCA_000335055.2	PRJNA68603	SAMN01112700	AOEH00000000.1	na	1051353	562	Escherichia coli ATCC 700728	strain=ATCC 700728		latest	Contig	Minor	Full	2013/01/31	ASM33505v2	Institute for Genome Sciences	GCF_000335055.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/055/GCA_000335055.2_ASM33505v2	
GCA_000335075.2	PRJNA65893	SAMN01112702	AOEM00000000.1	na	1005512	562	Escherichia coli PA47	strain=PA47		latest	Contig	Minor	Full	2013/01/31	ASM33507v2	Institute for Genome Sciences	GCF_000335075.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/075/GCA_000335075.2_ASM33507v2	
